,time,signal2,signal4,signal5,signal6,signal8
26,0.52,0.0,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.8888888888888888
27,0.54,0.1111111111111111,0.4444444444444444,0.8888888888888888,0.7777777777777778,0.8888888888888888
28,0.56,0.2222222222222222,0.4444444444444444,1.0,0.6666666666666666,0.8888888888888888
29,0.58,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.5555555555555556,0.7777777777777778
30,0.6,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.5555555555555556,0.7777777777777778
31,0.62,1.1111111111111112,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7777777777777778
32,0.64,1.3333333333333333,1.0,0.5555555555555556,0.7777777777777778,0.7777777777777778
33,0.66,1.5555555555555556,1.1111111111111112,0.4444444444444444,0.7777777777777778,0.7777777777777778
34,0.68,1.7777777777777777,1.2222222222222223,0.4444444444444444,0.7777777777777778,0.7777777777777778
35,0.7000000000000001,1.7777777777777777,1.2222222222222223,0.5555555555555556,0.6666666666666666,0.7777777777777778
36,0.72,1.6666666666666667,1.1111111111111112,0.6666666666666666,0.6666666666666666,0.6666666666666666
37,0.74,1.5555555555555556,1.0,0.7777777777777778,0.5555555555555556,0.6666666666666666
38,0.76,1.3333333333333333,0.7777777777777778,0.8888888888888888,0.5555555555555556,0.6666666666666666
39,0.78,1.1111111111111112,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.6666666666666666
40,0.8,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666
41,0.8200000000000001,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.6666666666666666
42,0.84,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.8888888888888888,0.6666666666666666
43,0.86,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.6666666666666666
44,0.88,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.6666666666666666
45,0.9,0.2222222222222222,0.8888888888888888,0.4444444444444444,0.6666666666666666,0.6666666666666666
46,0.92,0.1111111111111111,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.6666666666666666
47,0.9400000000000001,0.0,1.0,0.6666666666666666,0.5555555555555556,0.5555555555555556
48,0.96,0.0,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.5555555555555556
49,0.98,0.0,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556
50,1.0,0.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5555555555555556
51,1.02,0.0,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.5555555555555556
52,1.04,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5555555555555556
53,1.06,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556
54,1.08,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5555555555555556
55,1.1,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444
56,1.12,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333
57,1.1400000000000001,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222
58,1.16,0.0,0.0,0.0,0.0,0.2222222222222222
59,1.18,0.0,0.0,0.0,0.0,0.1111111111111111
60,1.2,0.0,0.0,0.0,0.0,0.1111111111111111
61,1.22,0.0,0.0,0.0,0.0,0.0
62,1.24,0.0,0.0,0.0,0.0,0.0
63,1.26,0.0,0.0,0.0,0.0,0.0
64,1.28,0.0,0.0,0.0,0.0,0.0
65,1.3,0.0,0.0,0.0,0.0,0.0
66,1.32,0.0,0.0,0.0,0.0,0.0
67,1.34,0.0,0.0,0.0,0.0,0.0
68,1.36,0.0,0.0,0.0,0.0,0.0
69,1.3800000000000001,0.0,0.0,0.0,0.0,0.0
70,1.4000000000000001,0.0,0.0,0.0,0.0,0.0
71,1.42,0.0,0.0,0.0,0.0,0.0
72,1.44,0.0,0.0,0.0,0.0,0.0
73,1.46,0.0,0.0,0.0,0.0,0.0
74,1.48,0.0,0.0,0.0,0.0,0.0
75,1.5,0.0,0.0,0.0,0.0,0.0
76,1.52,0.0,0.0,0.0,0.0,0.0
77,1.54,0.0,0.0,0.0,0.0,0.0
78,1.56,0.0,0.0,0.0,0.0,0.0
79,1.58,0.0,0.0,0.0,0.0,0.0
80,1.6,0.0,0.0,0.0,0.0,0.0
81,1.62,0.0,0.0,0.0,0.0,0.0
82,1.6400000000000001,0.0,0.0,0.0,0.0,0.0
83,1.6600000000000001,0.0,0.0,0.0,0.0,0.0
84,1.68,0.0,0.0,0.0,0.0,0.0
85,1.7,0.0,0.0,0.0,0.0,0.0
86,1.72,0.0,0.0,0.0,0.0,0.0
87,1.74,0.0,0.0,0.0,0.0,0.0
88,1.76,0.0,0.0,0.0,0.0,0.0
89,1.78,0.0,0.0,0.0,0.0,0.0
90,1.8,0.0,0.0,0.0,0.0,0.0
91,1.82,0.0,0.0,0.0,0.0,0.0
92,1.84,0.0,0.0,0.0,0.0,0.0
93,1.86,0.0,0.0,0.0,0.0,0.0
94,1.8800000000000001,0.0,0.0,0.0,0.0,0.0
95,1.9000000000000001,0.0,0.0,0.0,0.0,0.0
96,1.92,0.0,0.0,0.0,0.0,0.0
97,1.94,0.0,0.0,0.0,0.0,0.0
98,1.96,0.0,0.0,0.0,0.0,0.0
99,1.98,0.0,0.0,0.0,0.0,0.0
